Symbol	Name	LastSale	MarketCap	IPOyear	Sector	industry	Summary Quote
IBB	iShares Nasdaq Biotechnology Index Fund	280.01	$8.23B	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ibb
SOXX	iShares PHLX SOX Semiconductor Sector Index Fund	125.07	$700.39M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/soxx
EMIF	iShares S&P Emerging Markets Infrastructure Index Fund	28.48	$42.72M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/emif
ICLN	iShares S&P Global Clean Energy Index Fund	8.26	$74.34M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/icln
WOOD	iShares S&P Global Timber & Forestry Index Fund	54.88	$217.32M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/wood
INDY	iShares S&P India Nifty 50 Index Fund	28.39	$731.04M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/indy
ISHG	iShares S&P/Citigroup 1-3 Year International Treasury Bond Fun	77.8	$81.69M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ishg
IGOV	iShares S&P/Citigroup International Treasury Bond Fund	90.45	$655.76M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/igov
ISLE	"Isle of Capri Casinos, Inc."	23.99	$992.2M	n/a	Consumer Services	Hotels/Resorts	http://www.nasdaq.com/symbol/isle
ISRL	"Isramco, Inc."	129.05	$350.72M	1983	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/isrl
ITI	"Iteris, Inc."	4.64	$149.34M	n/a	Consumer Durables	Telecommunications Equipment	http://www.nasdaq.com/symbol/iti
ITRI	"Itron, Inc."	63.35	$2.42B	1993	Capital Goods	Electrical Products	http://www.nasdaq.com/symbol/itri
ITRN	Ituran Location and Control Ltd.	27.25	$639.71M	2005	Consumer Non-Durables	Electronic Components	http://www.nasdaq.com/symbol/itrn
ITUS	ITUS Corporation	5.3197	$46.56M	n/a	Miscellaneous	Multi-Sector Companies	http://www.nasdaq.com/symbol/itus
IVENC	Ivy NextShares	100.01	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ivenc
IVFGC	Ivy NextShares	100.01	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ivfgc
IVFVC	Ivy NextShares	100.01	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ivfvc
XXIA	Ixia	17	$1.4B	2000	Capital Goods	Electrical Products	http://www.nasdaq.com/symbol/xxia
IXYS	IXYS Corporation	11.95	$376.86M	n/a	Technology	Semiconductors	http://www.nasdaq.com/symbol/ixys
IZEA	IZEA Inc.	5.2	$28.34M	n/a	Consumer Services	Advertising	http://www.nasdaq.com/symbol/izea
JJSF	J & J Snack Foods Corp.	130.05	$2.43B	1986	Consumer Non-Durables	Specialty Foods	http://www.nasdaq.com/symbol/jjsf
MAYS	"J. W. Mays, Inc."	41.75	$84.16M	n/a	Consumer Services	Building operators	http://www.nasdaq.com/symbol/mays
JBHT	"J.B. Hunt Transport Services, Inc."	99.28	$11.14B	n/a	Transportation	Trucking Freight/Courier Services	http://www.nasdaq.com/symbol/jbht
JCOM	"j2 Global, Inc."	86.38	$4.15B	1999	Technology	Telecommunications Equipment	http://www.nasdaq.com/symbol/jcom
JASO	"JA Solar Holdings, Co., Ltd."	4.9	$233.1M	2007	Technology	Semiconductors	http://www.nasdaq.com/symbol/jaso
JKHY	"Jack Henry & Associates, Inc."	90.54	$7.07B	1985	Technology	EDP Services	http://www.nasdaq.com/symbol/jkhy
JACK	Jack In The Box Inc.	107.93	$3.49B	n/a	Consumer Services	Restaurants	http://www.nasdaq.com/symbol/jack
JXSB	Jacksonville Bancorp Inc.	30.0001	$53.96M	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/jxsb
JAGX	"Jaguar Animal Health, Inc."	0.63	$8.82M	2015	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/jagx
JAKK	"JAKKS Pacific, Inc."	5.5	$110.01M	1996	Consumer Non-Durables	Recreational Products/Toys	http://www.nasdaq.com/symbol/jakk
JMBA	"Jamba, Inc."	9.89	$151.61M	n/a	Consumer Services	Restaurants	http://www.nasdaq.com/symbol/jmba
JRVR	"James River Group Holdings, Ltd."	41.68	$1.21B	2014	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/jrvr
SGQI	Janus SG Global Quality Income ETF	25.96	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/sgqi
JSML	Janus Small Cap Growth Alpha ETF	31.07	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/jsml
JSMD	Janus Small/Mid Cap Growth Alpha ETF	31.908	$11.23M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/jsmd
JASN	"Jason Industries, Inc."	1.84	$41.21M	2013	Consumer Durables	Miscellaneous manufacturing industries	http://www.nasdaq.com/symbol/jasn
JASNW	"Jason Industries, Inc."	0.06	n/a	2013	Consumer Durables	Miscellaneous manufacturing industries	http://www.nasdaq.com/symbol/jasnw
JAZZ	Jazz Pharmaceuticals plc	117.3	$7.03B	2007	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/jazz
JD	"JD.com, Inc."	26.84	$38.13B	2014	Consumer Services	Other Specialty Stores	http://www.nasdaq.com/symbol/jd
JSYN	Jensyn Acquistion Corp.	10.17	$52.57M	2016	Finance	Business Services	http://www.nasdaq.com/symbol/jsyn
JSYNR	Jensyn Acquistion Corp.	0.22	n/a	2016	Finance	Business Services	http://www.nasdaq.com/symbol/jsynr
JSYNU	Jensyn Acquistion Corp.	10.36	n/a	2016	Finance	Business Services	http://www.nasdaq.com/symbol/jsynu
JSYNW	Jensyn Acquistion Corp.	0.125	n/a	2016	Finance	Business Services	http://www.nasdaq.com/symbol/jsynw
JBLU	JetBlue Airways Corporation	21.76	$7.04B	2002	Transportation	Air Freight/Delivery Services	http://www.nasdaq.com/symbol/jblu
JTPY	JetPay Corporation	2.7	$47.74M	2011	Finance	Business Services	http://www.nasdaq.com/symbol/jtpy
JCTCF	Jewett-Cameron Trading Company	11.905	$27.22M	n/a	Consumer Services	RETAIL: Building Materials	http://www.nasdaq.com/symbol/jctcf
JIVE	"Jive Software, Inc."	4.3	$335.86M	2011	Technology	EDP Services	http://www.nasdaq.com/symbol/jive
WYIG	JM Global Holding Company	9.92	$65.1M	2015	Finance	Business Services	http://www.nasdaq.com/symbol/wyig
WYIGU	JM Global Holding Company	10.26	$67.33M	2015	Finance	Business Services	http://www.nasdaq.com/symbol/wyigu
WYIGW	JM Global Holding Company	0.41	n/a	2015	Finance	Business Services	http://www.nasdaq.com/symbol/wyigw
JMU	JMU Limited	3.31	$265.67M	2015	Technology	EDP Services	http://www.nasdaq.com/symbol/jmu
JBSS	"John B. Sanfilippo & Son, Inc."	68.11	$763.66M	1991	Consumer Non-Durables	Specialty Foods	http://www.nasdaq.com/symbol/jbss
JOUT	Johnson Outdoors Inc.	36.05	$360.14M	n/a	Consumer Non-Durables	Recreational Products/Toys	http://www.nasdaq.com/symbol/jout
JNP	"Juniper Pharmaceuticals, Inc."	5.35	$58.01M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/jnp
JUNO	"Juno Therapeutics, Inc."	20	$2.12B	2014	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/juno
KTWO	"K2M Group Holdings, Inc."	22.29	$940.59M	2014	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/ktwo
KALU	Kaiser Aluminum Corporation	79.43	$1.42B	n/a	Capital Goods	Metal Fabrications	http://www.nasdaq.com/symbol/kalu
KALV	"KalVista Pharmaceuticals, Inc."	7.61	$75.53M	2015	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/kalv
KMDA	Kamada Ltd.	6.125	$223.07M	2013	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/kmda
KNDI	"Kandi Technologies Group, Inc."	5.05	$240.88M	n/a	Capital Goods	Auto Manufacturing	http://www.nasdaq.com/symbol/kndi
KPTI	Karyopharm Therapeutics Inc.	10.12	$417.38M	2013	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/kpti
KBSF	KBS Fashion Group Limited	0.3	$7.96M	2013	Consumer Non-Durables	Apparel	http://www.nasdaq.com/symbol/kbsf
KCAP	"KCAP Financial, Inc."	3.98	$147.97M	2006	n/a	n/a	http://www.nasdaq.com/symbol/kcap
KRNY	Kearny Financial	14.8	$1.31B	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/krny
KELYA	"Kelly Services, Inc."	22.84	$873.41M	n/a	Technology	Professional Services	http://www.nasdaq.com/symbol/kelya
KELYB	"Kelly Services, Inc."	23	$879.53M	n/a	Technology	Professional Services	http://www.nasdaq.com/symbol/kelyb
KMPH	"KemPharm, Inc."	3.35	$49.07M	2015	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/kmph
KFFB	Kentucky First Federal Bancorp	9.701	$81.87M	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/kffb
KERX	"Keryx Biopharmaceuticals, Inc."	6.26	$663.31M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/kerx
KEQU	Kewaunee Scientific Corporation	24.95	$67.65M	n/a	Capital Goods	Medical Specialities	http://www.nasdaq.com/symbol/kequ
KTEC	"Key Technology, Inc."	12	$76.5M	1993	Technology	Industrial Machinery/Components	http://www.nasdaq.com/symbol/ktec
KTCC	Key Tronic Corporation	8.11	$87.25M	1983	Technology	Computer peripheral equipment	http://www.nasdaq.com/symbol/ktcc
KFRC	"Kforce, Inc."	22.65	$614.25M	1995	Technology	Professional Services	http://www.nasdaq.com/symbol/kfrc
KE	"Kimball Electronics, Inc."	17.95	$493.33M	n/a	Technology	Electrical Products	http://www.nasdaq.com/symbol/ke
KBAL	"Kimball International, Inc."	17.01	$634.36M	n/a	Consumer Durables	Home Furnishings	http://www.nasdaq.com/symbol/kbal
KIN	"Kindred Biosciences, Inc."	6.3	$125.47M	2013	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/kin
KGJI	Kingold Jewelry Inc.	1.29	$85.16M	n/a	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/kgji
KINS	"Kingstone Companies, Inc"	12.8	$101.29M	n/a	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/kins
KONE	Kingtone Wirelessinfo Solution Holding Ltd	4.4565	$6.26M	2010	Technology	EDP Services	http://www.nasdaq.com/symbol/kone
KNSL	"Kinsale Capital Group, Inc."	31.57	$661.98M	2016	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/knsl
KIRK	"Kirkland&#39;s, Inc."	14.11	$224.35M	2002	Consumer Services	Other Specialty Stores	http://www.nasdaq.com/symbol/kirk
KITE	"Kite Pharma, Inc."	49.44	$2.47B	2014	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/kite
KTOV	Kitov Pharmaceuticals Holdings Ltd.	3.0402	$23.29M	2015	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/ktov
KTOVW	Kitov Pharmaceuticals Holdings Ltd.	1.09	n/a	2015	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/ktovw
KLAC	KLA-Tencor Corporation	81.44	$12.73B	1980	Capital Goods	Electronic Components	http://www.nasdaq.com/symbol/klac
KLRE	KLR Energy Acquisition Corp.	10.39	$106.31M	2016	Finance	Business Services	http://www.nasdaq.com/symbol/klre
KLREU	KLR Energy Acquisition Corp.	11.825	n/a	2016	Finance	Business Services	http://www.nasdaq.com/symbol/klreu
KLREW	KLR Energy Acquisition Corp.	1.3	n/a	2016	Finance	Business Services	http://www.nasdaq.com/symbol/klrew
KLXI	KLX Inc.	47.44	$2.49B	n/a	Capital Goods	Aerospace	http://www.nasdaq.com/symbol/klxi
KONA	"Kona Grill, Inc."	9.5	$100.15M	2005	Consumer Services	Restaurants	http://www.nasdaq.com/symbol/kona
KZ	KongZhong Corporation	6.99	$329.25M	n/a	Technology	Telecommunications Equipment	http://www.nasdaq.com/symbol/kz
KOPN	Kopin Corporation	3.53	$235.7M	1992	Technology	Semiconductors	http://www.nasdaq.com/symbol/kopn
KRNT	Kornit Digital Ltd.	17.7	$548.52M	2015	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/krnt
KOSS	Koss Corporation	2.32	$17.13M	n/a	Consumer Non-Durables	Consumer Electronics/Appliances	http://www.nasdaq.com/symbol/koss
KWEB	KraneShares CSI China Internet ETF	37.5	$127.5M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/kweb
KTOS	"Kratos Defense & Security Solutions, Inc."	7.8	$576.77M	n/a	Capital Goods	Military/Government/Technical	http://www.nasdaq.com/symbol/ktos
KLIC	"Kulicke and Soffa Industries, Inc."	17.06	$1.21B	n/a	Technology	Semiconductors	http://www.nasdaq.com/symbol/klic
KURA	"Kura Oncology, Inc."	6.2	$132.48M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/kura
KVHI	"KVH Industries, Inc."	11.3	$187.08M	1996	Technology	Radio And Television Broadcasting And Communications Equipment	http://www.nasdaq.com/symbol/kvhi
FSTR	L.B. Foster Company	13.35	$138.75M	n/a	Basic Industries	Metal Fabrications	http://www.nasdaq.com/symbol/fstr
LJPC	La Jolla Pharmaceutical Company	21.89	$399.58M	1994	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/ljpc
LSBK	"Lake Shore Bancorp, Inc."	16	$97.56M	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/lsbk
LSBG	Lake Sunapee Bank Group	21.94	$184.03M	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/lsbg
LBAI	"Lakeland Bancorp, Inc."	18.75	$884.67M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/lbai
LKFN	Lakeland Financial Corporation	45.8	$1.15B	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/lkfn
LAKE	"Lakeland Industries, Inc."	10.85	$78.79M	1986	Health Care	Industrial Specialties	http://www.nasdaq.com/symbol/lake
LRCX	Lam Research Corporation	110.54	$18B	1984	Technology	Industrial Machinery/Components	http://www.nasdaq.com/symbol/lrcx
LAMR	Lamar Advertising Company	72.35	$7.04B	1996	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/lamr
LANC	Lancaster Colony Corporation	141.02	$3.87B	n/a	Consumer Non-Durables	Packaged Foods	http://www.nasdaq.com/symbol/lanc
LCA	"Landcadia Holdings, Inc."	9.9	$309.38M	2016	Finance	Business Services	http://www.nasdaq.com/symbol/lca
LCAHU	"Landcadia Holdings, Inc."	10.45	n/a	2016	Finance	Business Services	http://www.nasdaq.com/symbol/lcahu
LCAHW	"Landcadia Holdings, Inc."	0.62	n/a	2016	Finance	Business Services	http://www.nasdaq.com/symbol/lcahw
LNDC	Landec Corporation	12.5	$340.89M	1996	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/lndc
LARK	Landmark Bancorp Inc.	28.68	$110.65M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/lark
LMRK	Landmark Infrastructure Partners LP	15.45	$347.99M	2014	Consumer Services	Real Estate	http://www.nasdaq.com/symbol/lmrk
LMRKO	Landmark Infrastructure Partners LP	24.9527	n/a	n/a	Consumer Services	Real Estate	http://www.nasdaq.com/symbol/lmrko
LMRKP	Landmark Infrastructure Partners LP	25.375	n/a	n/a	Consumer Services	Real Estate	http://www.nasdaq.com/symbol/lmrkp
LE	"Lands&#39; End, Inc."	15.3	$490.05M	n/a	Consumer Services	Clothing/Shoe/Accessory Stores	http://www.nasdaq.com/symbol/le
LSTR	"Landstar System, Inc."	86.75	$3.62B	1993	Transportation	Trucking Freight/Courier Services	http://www.nasdaq.com/symbol/lstr
LNTH	"Lantheus Holdings, Inc."	9	$321.52M	2015	Health Care	Biotechnology: In Vitro & In Vivo Diagnostic Substances	http://www.nasdaq.com/symbol/lnth
LTRX	"Lantronix, Inc."	1.67	$28.81M	2000	Technology	Computer Communications Equipment	http://www.nasdaq.com/symbol/ltrx
LSCC	Lattice Semiconductor Corporation	7.24	$877.15M	n/a	Technology	Semiconductors	http://www.nasdaq.com/symbol/lscc
LAWS	"Lawson Products, Inc."	23.15	$203.68M	n/a	Consumer Durables	Industrial Specialties	http://www.nasdaq.com/symbol/laws
LAYN	Layne Christensen Company	10.62	$210.32M	1992	Basic Industries	Engineering & Construction	http://www.nasdaq.com/symbol/layn
LCNB	LCNB Corporation	22.75	$227.12M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/lcnb
LBIX	Leading Brands Inc	1.75	$4.9M	n/a	Consumer Non-Durables	Beverages (Production/Distribution)	http://www.nasdaq.com/symbol/lbix
LGCY	Legacy Reserves LP	2.49	$180.64M	2007	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/lgcy
LGCYO	Legacy Reserves LP	10.84	$75.88M	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/lgcyo
LGCYP	Legacy Reserves LP	10.85	$21.7M	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/lgcyp
LTXB	"LegacyTexas Financial Group, Inc."	42.53	$2.03B	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/ltxb
DDBI	Legg Mason Developed EX-US Diversified Core ETF	24.95	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ddbi
EDBI	Legg Mason Emerging Markets Diversified Core ETF	26.63	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/edbi
INFR	Legg Mason Global Infrastructure ETF	25.5399	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/infr
LVHD	Legg Mason Low Volatility High Dividend ETF	28.7209	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/lvhd
UDBI	Legg Mason US Diversified Core ETF	27.51	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/udbi
LMAT	"LeMaitre Vascular, Inc."	24.7	$459.02M	2006	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/lmat
TREE	"LendingTree, Inc."	104.6	$1.23B	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/tree
LXRX	"Lexicon Pharmaceuticals, Inc."	14.75	$1.53B	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/lxrx
LGIH	"LGI Homes, Inc."	30.83	$656.14M	2013	Capital Goods	Homebuilding	http://www.nasdaq.com/symbol/lgih
LHCG	LHC Group	46.22	$840.13M	2005	Health Care	Medical/Nursing Services	http://www.nasdaq.com/symbol/lhcg
LLIT	Lianluo Smart Limited	1.43	$9.76M	n/a	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/llit
LBRDA	Liberty Broadband Corporation	74.98	$13.62B	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/lbrda
LBRDK	Liberty Broadband Corporation	76.41	$13.88B	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/lbrdk
LEXEA	"Liberty Expedia Holdings, Inc."	42.48	$2.42B	n/a	Consumer Services	Other Consumer Services	http://www.nasdaq.com/symbol/lexea
LEXEB	"Liberty Expedia Holdings, Inc."	41	$2.33B	n/a	Consumer Services	Other Consumer Services	http://www.nasdaq.com/symbol/lexeb
LBTYA	Liberty Global plc	34.98	$31.7B	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/lbtya
LBTYB	Liberty Global plc	33.45	$30.32B	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/lbtyb
LBTYK	Liberty Global plc	33.59	$30.44B	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/lbtyk
LILA	Liberty Global plc	22.65	$3.94B	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/lila
LILAK	Liberty Global plc	21.85	$3.81B	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/lilak
LVNTA	Liberty Interactive Corporation	39.79	$3.4B	n/a	Consumer Services	Catalog/Specialty Distribution	http://www.nasdaq.com/symbol/lvnta
LVNTB	Liberty Interactive Corporation	38.6086	$3.3B	n/a	Consumer Services	Catalog/Specialty Distribution	http://www.nasdaq.com/symbol/lvntb
QVCA	Liberty Interactive Corporation	19.18	$8.96B	n/a	Consumer Services	Catalog/Specialty Distribution	http://www.nasdaq.com/symbol/qvca
QVCB	Liberty Interactive Corporation	20.36	$9.51B	n/a	Consumer Services	Catalog/Specialty Distribution	http://www.nasdaq.com/symbol/qvcb
BATRA	Liberty Media Corporation	19.8	n/a	n/a	Consumer Services	Broadcasting	http://www.nasdaq.com/symbol/batra
BATRK	Liberty Media Corporation	19.86	$981.75M	n/a	Consumer Services	Broadcasting	http://www.nasdaq.com/symbol/batrk
LMCA	Liberty Media Corporation	30.24	n/a	n/a	Consumer Services	Broadcasting	http://www.nasdaq.com/symbol/lmca
LMCK	Liberty Media Corporation	30.26	$2.53B	n/a	Consumer Services	Broadcasting	http://www.nasdaq.com/symbol/lmck
LSXMA	Liberty Media Corporation	35.59	n/a	n/a	Consumer Services	Broadcasting	http://www.nasdaq.com/symbol/lsxma
LSXMB	Liberty Media Corporation	37.58	n/a	n/a	Consumer Services	Broadcasting	http://www.nasdaq.com/symbol/lsxmb
LSXMK	Liberty Media Corporation	34.93	$11.7B	n/a	Consumer Services	Broadcasting	http://www.nasdaq.com/symbol/lsxmk
TAX	"Liberty Tax, Inc."	13.2	$167.78M	n/a	Miscellaneous	Multi-Sector Companies	http://www.nasdaq.com/symbol/tax
LTRPA	"Liberty TripAdvisor Holdings, Inc."	18.5	$1.39B	n/a	Technology	EDP Services	http://www.nasdaq.com/symbol/ltrpa
LTRPB	"Liberty TripAdvisor Holdings, Inc."	17.5	$1.31B	n/a	Technology	EDP Services	http://www.nasdaq.com/symbol/ltrpb
LPNT	"LifePoint Health, Inc."	59.2	$2.38B	n/a	Health Care	Hospital/Nursing Management	http://www.nasdaq.com/symbol/lpnt
LCUT	"Lifetime Brands, Inc."	16.4	$236.67M	1991	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/lcut
LFVN	Lifevantage Corporation	7.7	$108.18M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/lfvn
LWAY	"Lifeway Foods, Inc."	11.21	$180.94M	n/a	Consumer Non-Durables	Packaged Foods	http://www.nasdaq.com/symbol/lway
LGND	Ligand Pharmaceuticals Incorporated	105.62	$2.21B	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/lgnd
LTBR	Lightbridge Corporation	1.06	$5.88M	n/a	Consumer Services	Professional Services	http://www.nasdaq.com/symbol/ltbr
LPTH	"LightPath Technologies, Inc."	1.81	$42.81M	1996	Technology	Semiconductors	http://www.nasdaq.com/symbol/lpth
LMB	"Limbach Holdings, Inc."	14.32	$106.75M	n/a	Basic Industries	Engineering & Construction	http://www.nasdaq.com/symbol/lmb
LLNW	"Limelight Networks, Inc."	2.27	$238.94M	2007	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/llnw
LMNR	Limoneira Co	18.24	$259.33M	n/a	Consumer Non-Durables	Farming/Seeds/Milling	http://www.nasdaq.com/symbol/lmnr
LINC	Lincoln Educational Services Corporation	1.94	$48.22M	2005	Consumer Services	Other Consumer Services	http://www.nasdaq.com/symbol/linc
LECO	"Lincoln Electric Holdings, Inc."	81.12	$5.36B	n/a	Technology	Industrial Machinery/Components	http://www.nasdaq.com/symbol/leco
LIND	Lindblad Expeditions Holdings Inc. 	9.49	$436.24M	2013	Consumer Services	Transportation Services	http://www.nasdaq.com/symbol/lind
LINDW	Lindblad Expeditions Holdings Inc. 	2.1392	n/a	2013	Consumer Services	Transportation Services	http://www.nasdaq.com/symbol/lindw
LLTC	Linear Technology Corporation	62.37	$14.99B	1986	Technology	Semiconductors	http://www.nasdaq.com/symbol/lltc
LBIO	"Lion Biotechnologies, Inc."	7.2	$447.03M	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/lbio
LIOX	"Lionbridge Technologies, Inc."	5.73	$349.93M	1999	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/liox
LPCN	Lipocine Inc.	3.51	$64.1M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/lpcn
LQDT	"Liquidity Services, Inc."	9.85	$308.19M	2006	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/lqdt
LFUS	"Littelfuse, Inc."	152.84	$3.44B	n/a	Consumer Durables	Electrical Products	http://www.nasdaq.com/symbol/lfus
LIVN	LivaNova PLC	47.38	$2.31B	n/a	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	http://www.nasdaq.com/symbol/livn
LOB	"Live Oak Bancshares, Inc."	19.05	$652.15M	2015	Finance	Major Banks	http://www.nasdaq.com/symbol/lob
LIVE	Live Ventures Incorporated	18.9	$37.8M	n/a	Technology	EDP Services	http://www.nasdaq.com/symbol/live
LPSN	"LivePerson, Inc."	7.8	$452.17M	2000	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/lpsn
LKQ	LKQ Corporation	31.8	$9.78B	n/a	Consumer Services	Motor Vehicles	http://www.nasdaq.com/symbol/lkq
LMFA	"LM Funding America, Inc."	4.11	$13.56M	2015	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/lmfa
LMFAW	"LM Funding America, Inc."	0.21	n/a	2015	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/lmfaw
LMIA	"LMI Aerospace, Inc."	9.31	$126.92M	1998	Capital Goods	Military/Government/Technical	http://www.nasdaq.com/symbol/lmia
LOGI	Logitech International S.A.	25.53	$4.14B	1997	Technology	Computer peripheral equipment	http://www.nasdaq.com/symbol/logi
LOGM	"LogMein, Inc."	100.25	$2.56B	2009	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/logm
EVAR	"Lombard Medical, Inc."	0.5614	$11.16M	2014	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/evar
CNCR	Loncar Cancer Immunotherapy ETF	22.5291	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/cncr
LONE	Lonestar Resources US Inc.	7.14	$155.83M	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/lone
LTEA	Long Island Iced Tea Corp.	4.12	$31.79M	n/a	Consumer Non-Durables	Beverages (Production/Distribution)	http://www.nasdaq.com/symbol/ltea
LORL	"Loral Space and Communications, Inc."	40.35	$1.25B	n/a	Technology	Radio And Television Broadcasting And Communications Equipment	http://www.nasdaq.com/symbol/lorl
LOXO	"Loxo Oncology, Inc."	38.16	$997.07M	2014	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/loxo
LPLA	LPL Financial Holdings Inc.	38.59	$3.44B	2010	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/lpla
LRAD	LRAD Corporation	1.66	$52.79M	n/a	Consumer Non-Durables	Consumer Electronics/Appliances	http://www.nasdaq.com/symbol/lrad
LYTS	LSI Industries Inc.	9.33	$233.38M	1985	Consumer Durables	Building Products	http://www.nasdaq.com/symbol/lyts
LULU	lululemon athletica inc.	67.92	$9.31B	2007	Consumer Non-Durables	Apparel	http://www.nasdaq.com/symbol/lulu
LITE	Lumentum Holdings Inc.	36.35	$2.19B	n/a	Consumer Durables	Telecommunications Equipment	http://www.nasdaq.com/symbol/lite
LMNX	Luminex Corporation	20.74	$903.94M	2000	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/lmnx
LMOS	Lumos Networks Corp.	16.38	$386.18M	n/a	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/lmos
